Kick-Ass, 2010, 16 Apr 2010, English, 117, Jane Goldman (screenplay)  Matthew Vaughn (screenplay)  Mark Millar (comic book)  John Romita Jr. (comic book), Matthew Vaughn, 7.7, R, tt1250777, 383828, Action  Comedy, 15 wins & 55 nominations.
Four Lions, 2010, 7 May 2010, English, 97, Christopher Morris  Sam Bain  Jesse Armstrong  Simon Blackwell (additional writing), Christopher Morris, 7.3, R, tt1341167, 49811, Comedy  Crime  Drama, Won 1 BAFTA Film Award. Another 7 wins & 21 nominations.
Tooth Fairy, 2010, 22 Jan 2010, English, 101, Lowell Ganz (screenplay)  Babaloo Mandel (screenplay)  Joshua Sternin (screenplay)  Jennifer Ventimilia (screenplay)  Randi Mayem Singer (screenplay)  Jim Piddock (story), Michael Lembeck, 5.0, PG, tt0808510, 26105, Comedy  Family  Fantasy, 1 win & 4 nominations.
Stone, 2010, 7 Oct 2010, English, 105, Angus MacLachlan, John Curran, 5.4, R, tt1423995, 32685, Drama  Thriller, N/A
Cop Out, 2010, 26 Feb 2010, English, 107, Robb Cullen  Mark Cullen, Kevin Smith, 5.7, R, tt1385867, 70620, Action  Comedy  Crime, N/A
Green Zone, 2010, 12 Mar 2010, English, 115, Brian Helgeland  Rajiv Chandrasekaran (book), Paul Greengrass, 6.9, R, tt0947810, 100889, Action  Drama  Thriller, 5 nominations.
Ramona and Beezus, 2010, 23 Jul 2010, English, 103, Laurie Craig (screenplay)  Nick Pustay (screenplay)  Beverly Cleary (novels), Elizabeth Allen Rosenbaum, 6.7, G, tt0493949, 12593, Adventure  Comedy  Family, 1 win & 3 nominations.
Vampires Suck, 2010, 18 Aug 2010, English, 82, Jason Friedberg  Aaron Seltzer, Jason Friedberg  Aaron Seltzer, 3.5, PG-13, tt1666186, 36275, Comedy, 6 nominations.
My Name Is Khan, 2010, 12 Feb 2010, Hindi, 165, Shibani Bathija (story)  Shibani Bathija (dialogue)  Niranjan Iyengar (dialogue), Karan Johar, 8.0, PG-13, tt1188996, 56221, Drama  Romance  Thriller, 9 wins & 11 nominations.
Tamara Drewe, 2010, 10 Sep 2010, English, 107, Moira Buffini (screenplay)  Posy Simmonds (graphic novel), Stephen Frears, 6.2, R, tt1486190, 15409, Comedy  Drama  Romance, 4 wins & 3 nominations.
Nanny McPhee Returns, 2010, 20 Aug 2010, English, 109, Emma Thompson  Christianna Brand (characters), Susanna White, 6.0, PG, tt1415283, 16477, Comedy  Family  Fantasy, 1 win & 3 nominations.
Country Strong, 2010, 7 Jan 2011, English, 117, Shana Feste, Shana Feste, 6.3, PG-13, tt1555064, 13800, Drama  Music, Nominated for 1 Oscar. Another 1 win & 6 nominations.
Little Fockers, 2010, 22 Dec 2010, English, 98, John Hamburg  Larry Stuckey  Greg Glienna (characters)  Mary Ruth Clarke (characters), Paul Weitz, 5.4, PG-13, tt0970866, 74836, Comedy  Romance, 3 wins & 4 nominations.
Keeping Up with the Joneses, 2010–, 14 Oct 2010, English, 23, N/A, N/A, N/A, N/A, tt2367359, N/A, Reality-TV, N/A
After-Life, 2010, 15 May 2010, English, 14, Eric Alan Luse (script consultant)  Mateo Trujillo-Hobbs, Mateo Trujillo-Hobbs, 7.0, N/A, tt1785279, 27, Short  Drama, N/A
Chatroom, 2010, 22 Dec 2010, English, 97, Enda Walsh (play)  Enda Walsh (screenplay), Hideo Nakata, 5.5, R, tt1319704, 6460, Drama  Thriller, 1 nomination.
The Last Exorcism, 2010, 27 Aug 2010, English, 87, Huck Botko  Andrew Gurland, Daniel Stamm, 5.6, PG-13, tt1320244, 38247, Drama  Horror  Thriller, 7 wins & 10 nominations.
You Will Meet a Tall Dark Stranger, 2010, 27 Aug 2010, English, 98, Woody Allen, Woody Allen, 6.3, R, tt1182350, 32173, Comedy  Drama  Romance, 2 wins & 2 nominations.
Paranormal Activity 2, 2010, 22 Oct 2010, English, 91, Michael R. Perry (screenplay)  Christopher Landon (screenplay)  Tom Pabst (screenplay)  Michael R. Perry (story)  Oren Peli (film "Paranormal Activity"), Tod Williams, 5.7, R, tt1536044, 72563, Horror, 1 win & 2 nominations.
Made in Dagenham, 2010, 1 Oct 2010, English, 113, William Ivory, Nigel Cole, 7.2, R, tt1371155, 9807, Biography  Comedy  Drama, Nominated for 3 BAFTA Film Awards. Another 3 wins & 14 nominations.
Gulliver's Travels, 2010, 25 Dec 2010, English, 85, Joe Stillman (screenplay)  Nicholas Stoller (screenplay)  Jonathan Swift (book), Rob Letterman, 4.9, PG, tt1320261, 48092, Adventure  Comedy  Family, 3 nominations.
Dog Pound, 2010, 23 Jun 2010, English, 91, Jeremie Delon  Kim Chapiron, Kim Chapiron, 7.1, N/A, tt1422020, 7442, Drama, 1 win.
Wild Target, 2010, 18 Jun 2010, English, 98, Lucinda Coxon (screenplay)  Pierre Salvadori (film "Cible émouvante"), Jonathan Lynn, 6.9, PG-13, tt1235189, 27133, Action  Comedy  Crime, N/A
Conflict and Chaos: Brooklyn's Finest, 2010, 6 Jul 2010, English, 32, N/A, N/A, 6.9, N/A, tt1661034, 11, Documentary  Short, N/A
Behind Bitch Slap: Building a Better B-Movie, 2010, 1 Mar 2010, English, 99, N/A, Daniel Cieplinski, 7.5, N/A, tt1437196, 19, Documentary, N/A
Yogi Bear, 2010, 17 Dec 2010, English, 80, Jennifer Ventimilia  Joshua Sternin  Brad Copeland, Eric Brevig, 4.5, PG, tt1302067, 14807, Animation  Adventure  Comedy, 2 wins & 1 nomination.
Somewhere, 2010, 3 Sep 2010, English, 97, Sofia Coppola, Sofia Coppola, 6.3, R, tt1421051, 32785, Comedy  Drama, 6 wins & 5 nominations.
Conviction, 2010, 5 Nov 2010, English, 107, Pamela Gray, Tony Goldwyn, 7.2, R, tt1244754, 31578, Biography  Drama, 8 wins & 8 nominations.
Fair Game, 2010, 16 Dec 2010, English, 108, Jez Butterworth (screenplay)  John-Henry Butterworth (screenplay)  Joseph Wilson (book)  Valerie Plame Wilson (book), Doug Liman, 6.8, PG-13, tt0977855, 35386, Biography  Drama  Thriller, 3 wins & 8 nominations.
Triple Dog, 2010, 21 Sep 2010, English, 95, Barbara Marshall, Pascal Franchot, 6.0, R, tt1232838, 2882, Drama  Thriller, N/A
Twelve, 2010, 8 Sep 2010, English, 93, Jordan Melamed (screenplay)  Nick McDonell (novel), Joel Schumacher, 5.7, R, tt1407084, 10011, Drama  Thriller, 1 nomination.
Come Undone, 2010, 3 Dec 2010, Italian, 126, Silvio Soldini (story)  Doriana Leondeff (story)  Silvio Soldini (screenplay)  Doriana Leondeff (screenplay)  Angelo Carbone (screenplay), Silvio Soldini, 6.2, N/A, tt1403144, 1579, Drama, 8 nominations.
Welcome to the Rileys, 2010, 18 Nov 2011, English, 110, Ken Hixon, Jake Scott, 7.0, R, tt1183923, 18037, Drama, 2 wins & 3 nominations.
Deeper and Darker: The Making of the 'Descent: Part 2', 2010, 12 Apr 2010, English, N/A, N/A, N/A, 6.3, N/A, tt1640117, 7, Documentary  Short, N/A
Alexandria: The Greatest City, 2010, 24 Mar 2010, English, 51, Justin Pollard, Nick Gillam-Smith, 6.4, N/A, tt2955246, 56, Documentary, N/A
Extraordinary Measures, 2010, 22 Jan 2010, English, 106, Robert Nelson Jacobs  Geeta Anand (book), Tom Vaughan, 6.5, PG, tt1244659, 13353, Drama, N/A
Furry Vengeance, 2010, 30 Apr 2010, English, 92, Michael Carnes  Josh Gilbert, Roger Kumble, 3.7, PG, tt0492389, 11217, Comedy  Family, 1 nomination.
Cemetery Junction, 2010, 14 Apr 2010, English, 95, Ricky Gervais  Stephen Merchant, Ricky Gervais  Stephen Merchant, 6.9, R, tt1196204, 16430, Comedy  Drama, 1 nomination.
The Romantics, 2010, 26 May 2010, English, 95, Galt Niederhoffer (novel)  Galt Niederhoffer, Galt Niederhoffer, 5.1, PG-13, tt1403988, 9372, Comedy  Drama  Romance, N/A
The Spy Next Door, 2010, 15 Jan 2010, English, 94, Jonathan Bernstein (screenplay)  James Greer (screenplay)  Gregory Poirier (screenplay)  Jonathan Bernstein (story)  James Greer (story), Brian Levant, 5.4, PG, tt1273678, 26158, Action  Comedy  Family, 2 nominations.
Greenberg, 2010, 1 Apr 2010, English, 107, Jennifer Jason Leigh (story)  Noah Baumbach (story)  Noah Baumbach (screenplay), Noah Baumbach, 6.1, R, tt1234654, 26445, Comedy  Drama  Romance, 2 wins & 10 nominations.
4.3.2.1., 2010, 2 Jun 2010, English, 117, Noel Clarke, Noel Clarke  Mark Davis, 5.9, N/A, tt1514041, 8395, Crime  Thriller, N/A
Creation, 2010, N/A, N/A, 5, N/A, Ido Barkan, N/A, N/A, tt1696511, N/A, Documentary  Short  Drama, N/A
Neil Diamond: Solitary Man, 2010, N/A, English, N/A, N/A, N/A, N/A, N/A, tt3691646, N/A, Documentary, N/A
Rare Exports: A Christmas Tale, 2010, 3 Dec 2010, Finnish, 84, Jalmari Helander  Jalmari Helander (based on the original idea by)  Juuso Helander (based on the original idea by)  Petri Jokiranta (dramaturge)  Sami Parkkinen (dramaturge), Jalmari Helander, 6.7, R, tt1401143, 17794, Adventure  Fantasy  Horror, 12 wins & 2 nominations.
Heartbreaker, 2010, 17 Mar 2010, French, 105, Laurent Zeitoun (scenario)  Jeremy Doner (scenario)  Yoann Gromb (scenario)  Laurent Zeitoun (original idea), Pascal Chaumeil, 6.8, N/A, tt1465487, 18998, Comedy  Romance, 1 win & 9 nominations.
Lottery Ticket, 2010, 20 Aug 2010, English, 99, Abdul Williams (screenplay)  Erik White (story)  Abdul Williams (story), Erik White, 4.8, PG-13, tt0979434, 7214, Comedy, N/A
Elena Undone, 2010, 25 Jun 2010, English, 111, Nicole Conn, Nicole Conn, 6.4, NOT RATED, tt1575539, 2660, Drama  Romance, 2 wins.
Ca$h, 2010, 26 Mar 2010, English, 108, Stephen Milburn Anderson, Stephen Milburn Anderson, 6.0, R, tt1106860, 7049, Comedy  Crime  Thriller, N/A
Tiny Furniture, 2010, 30 Mar 2012, English, 98, Lena Dunham, Lena Dunham, 6.3, NOT RATED, tt1570989, 9993, Comedy  Drama, 3 wins & 7 nominations.
Honeymooner, 2010, 21 Jan 2011, English, 74, Col Spector, Col Spector, 6.2, N/A, tt1552184, 77, Comedy, N/A
Middle Men, 2010, N/A, English, 82, Matt Marshall, Matt Marshall, 5.4, N/A, tt1664697, 46, Action  Comedy  Crime, N/A
Our Family Wedding, 2010, 12 Mar 2010, English, 103, Wayne Conley (story)  Wayne Conley (screenplay)  Malcolm Spellman (screenplay)  Rick Famuyiwa (screenplay), Rick Famuyiwa, 4.8, PG-13, tt1305583, 5310, Comedy  Romance, 3 nominations.
[Rec] 2: En un mundo de infectados, 2010, 1 Feb 2010, Spanish, 115, Martin Samper, Martin Samper, 6.7, N/A, tt1570501, 143, Documentary, N/A
And Soon the Darkness, 2010, 11 Feb 2011, English, 91, Jennifer Derwingson (screenplay)  Marcos Efron (screenplay)  Brian Clemens  Terry Nation, Marcos Efron, 5.2, R, tt1391034, 12375, Crime  Horror  Mystery, N/A
Cats & Dogs: The Revenge of Kitty Galore, 2010, 30 Jul 2010, English, 82, Ron J. Friedman  Steve Bencich  John Requa (characters)  Glenn Ficarra (characters), Brad Peyton, 4.2, PG, tt1287468, 9074, Action  Comedy  Family, 3 nominations.
Bloomington, 2010, 23 Jun 2010, English, 83, Fernanda Cardoso, Fernanda Cardoso, 6.1, N/A, tt1409004, 2905, Drama, 1 win.
Aftermath, 2010–, N/A, N/A, N/A, N/A, N/A, 6.8, N/A, tt1470942, 35, Horror  Sci-Fi, N/A
My Soul to Take, 2010, 8 Oct 2010, English, 107, Wes Craven, Wes Craven, 4.8, R, tt0872230, 14912, Horror  Mystery  Thriller, 1 nomination.
Fighting the Red Baron, 2010, 4 Jun 2010, English, 77, Christopher Spencer, Christopher Spencer, 7.2, N/A, tt1667833, 8, Documentary  Drama  History, N/A
We Happy Few, 2010, N/A, English, 4, Geof Wolfenden, Geof Wolfenden, N/A, N/A, tt1833834, N/A, Short  Action  Drama, N/A
The Virginity Hit, 2010, 24 Sep 2010, English, 86, Andrew Gurland  Huck Botko, Huck Botko  Andrew Gurland, 4.6, R, tt1695994, 3314, Comedy, N/A
For Colored Girls, 2010, 5 Nov 2010, English, 133, Tyler Perry (screenplay)  Ntozake Shange (play), Tyler Perry, 5.9, R, tt1405500, 5777, Drama, 13 wins & 16 nominations.
Mother, 2010–, 14 Apr 2010, Japanese, 54, N/A, N/A, 8.6, N/A, tt1632065, 84, Drama, N/A
Marmaduke, 2010, 4 Jun 2010, English, 87, Tim Rasmussen  Vince Di Meglio  Brad Anderson (comic)  Phil Leeming (comic), Tom Dey, 4.1, PG, tt1392197, 10257, Comedy  Family, 2 nominations.
Operation: Endgame, 2010, 19 May 2012, English, 87, Sam Levinson (screenplay)  Brian Watanabe (earlier screenplay), Fouad Mikati, 4.9, R, tt1268987, 8713, Action  Comedy, N/A
Love Ranch, 2010, 6 Jan 2011, English, 117, Mark Jacobson, Taylor Hackford, 5.6, R, tt1125929, 2178, Comedy  Drama  Romance, 1 win & 1 nomination.
The Clinic, 2010, 10 Oct 2010, English, 94, James Rabbitts, James Rabbitts, 5.4, R, tt1345772, 5025, Crime  Horror  Mystery, 1 nomination.
Dabangg, 2010, 10 Sep 2010, Hindi, 126, Dilip Shukla  Abhinav Kashyap, Abhinav Kashyap, 6.3, N/A, tt1620719, 15801, Action  Comedy  Crime, 18 wins & 8 nominations.
22 Bullets, 2010, 24 Mar 2010, French, 117, Franz-Olivier Giesbert (novel)  Richard Berry (scenario and adaptation)  Matthieu Delaporte (scenario and adaptation)  Alexandre de La Patellière (scenario and adaptation)  Richard Berry (dialogue)  Matthieu Delaporte (dialogue)  Alexandre de La Patellière (dialogue)  Eric Assous (dialogue), Richard Berry, 6.7, N/A, tt1167638, 22971, Action  Crime  Thriller, N/A
Primal, 2010, 23 Sep 2010, English, 80, Nigel Christensen (story)  Josh Reed (story)  Josh Reed (screenplay), Josh Reed, 4.9, NOT RATED, tt1438534, 4774, Horror  Thriller, N/A
The Reef, 2010, 17 Mar 2011, English, 94, Andrew Traucki  James M. Vernon (script editor), Andrew Traucki, 5.8, R, tt1320291, 10417, Horror  Thriller, N/A
Casino Jack, 2010, 28 Dec 2010, English, 108, Norman Snider, George Hickenlooper, 6.2, R, tt1194417, 13714, Biography  Comedy  Crime, Nominated for 1 Golden Globe. Another 1 win.
Just Wright, 2010, 14 May 2010, English, 100, Michael Elliot, Sanaa Hamri, 5.8, PG, tt1407061, 8738, Comedy  Romance  Sport, 1 win & 10 nominations.
Alpha and Omega, 2010, 17 Sep 2010, English, 88, Chris Denk (screenplay)  Ben Gluck (additional screenplay)  Ben Gluck (original story)  Steve Moore (original screenplay and story), Anthony Bell  Ben Gluck, 5.3, PG, tt1213012, 10050, Animation  Adventure  Comedy, 1 nomination.
Cyrus, 2010, 10 Sep 2010, English, 91, Mark Duplass  Jay Duplass, Jay Duplass  Mark Duplass, 6.3, R, tt1336617, 28139, Comedy  Drama  Romance, 6 nominations.
Another Year, 2010, 5 Nov 2010, English, 129, Mike Leigh, Mike Leigh, 7.3, PG-13, tt1431181, 21586, Comedy  Drama, Nominated for 1 Oscar. Another 20 wins & 40 nominations.
Nude Nuns with Big Guns, 2010, 24 Sep 2010, English, 91, Joseph Guzman  Robert James Hayes II, Joseph Guzman, 3.9, NOT RATED, tt1352388, 4405, Action  Comedy  Thriller, N/A
All Ear is Dread Hear, 2010, N/A, English, 64, Sara Christina Gross  William Magness III, Sara Christina Gross  William Magness III, N/A, N/A, tt1846463, N/A, Drama, N/A
The Yellow Sea, 2010, 2 Dec 2011, Korean, 136, Hong-jin Na (screenplay), Hong-jin Na, 7.4, R, tt1230385, 9273, Crime  Drama  Thriller, 4 wins & 9 nominations.
The Shrine, 2010, 14 Oct 2010, N/A, 85, Jon Knautz  Brendan Moore  Trevor Matthews  Jon Knautz (story)  Brendan Moore (story), Jon Knautz, 5.6, NOT RATED, tt1341710, 9887, Horror, 1 nomination.
Heartless, 2010, N/A, English, 11, Michele Fiascaris, Christiaan Neu, N/A, N/A, tt1823128, N/A, Short  Crime, N/A
The Encounter, 2010, 3 May 2011, English, 85, Jason Cusick (story)  Sean Paul Murphy  Timothy Ratajczak  Michael Scott (story)  Steve Taylor (story), David A.R. White, 7.2, N/A, tt1663680, 1740, Drama, N/A
Bonded by Blood, 2010, 3 Sep 2010, English, 96, Sacha Bennett  Graeme Muir, Sacha Bennett, 5.5, N/A, tt1540400, 1728, Crime  Drama  Thriller, N/A
Why Did I Get Married Too?, 2010, 2 Apr 2010, English, 121, Tyler Perry (screenplay), Tyler Perry, 4.3, PG-13, tt1391137, 7057, Comedy  Drama  Romance, 1 win & 5 nominations.
The Illusionist, 2010, 16 Jun 2010, English, 80, Sylvain Chomet (adaptation)  Jacques Tati (original screenplay), Sylvain Chomet, 7.5, PG, tt0775489, 25728, Animation  Drama, Nominated for 1 Oscar. Another 8 wins & 26 nominations.
Nothing Personal, 2010, N/A, English, 81, Michael Gorrie (story)  Michael Gorrie, Michael Gorrie, N/A, N/A, tt1664000, N/A, Drama, N/A
Arthur 3: The War of the Two Worlds, 2010, 13 Oct 2010, English, 101, Luc Besson  Céline Garcia, Luc Besson, 5.5, PG, tt0940656, 4967, Animation  Adventure  Family, 1 nomination.
Loft, 2010, 16 Dec 2010, Dutch, 108, Bart De Pauw (screenplay)  Saskia Noort (screenplay), Antoinette Beumer, 6.9, N/A, tt1606789, 3940, Crime  Drama  Thriller, 3 wins & 4 nominations.
Three Steps Above Heaven, 2010, 3 Dec 2010, Spanish, 118, Federico Moccia (novel)  Ramón Salazar, Fernando González Molina, 7.1, N/A, tt1648216, 12527, Drama  Romance, 1 win & 2 nominations.
Au four et au moulin: les coulisses de Micmacs à Tire-Larigot, 2010, 17 Mar 2010, French, 47, N/A, Julien Lecat, 7.0, N/A, tt1634037, 17, Documentary, N/A
Kites, 2010, 21 May 2010, English, 123, Anurag Basu (screenplay)  Robin Bhatt (screenplay)  Sanjeev Dutta (dialogue)  Akarsh Khurana (additional English dialogue)  Akarsh Khurana (screenplay)  Rakesh Roshan (story), Anurag Basu, 6.0, N/A, tt1198101, 8553, Action  Drama  Romance, N/A
Mr. Nice, 2010, 3 Jun 2011, English, 121, Bernard Rose (screenplay)  Howard Marks (based on the book by), Bernard Rose, 6.4, N/A, tt1183911, 5287, Biography  Comedy  Crime, 2 wins.
A Turtle's Tale: Sammy's Adventures, 2010, 4 Aug 2010, English, 88, Ben Stassen (story)  Domonic Paris (story)  Domonic Paris (screenplay), Ben Stassen, 6.2, PG, tt1230204, 4803, Animation  Adventure  Family, 1 nomination.
